doc_id,cos_sim,count
5a989a37410cf7000162ec54,0.13010539,5.0
5a988f95410cf7000162ec31,-0.01154854084,5.0
5a988b43410cf7000162ec22,0.1775411848,5.0
5a98860b410cf7000162ec13,0.03299349212,5.0
5a987816410cf7000162ebe4,0.1731432724,5.0
5a9876af410cf7000162ebd9,0.027013244600000007,5.0
5a986696410cf7000162eba3,0.1488011234,5.0
5a984b45410cf7000162eb58,0.1637830938,5.0
5a9846de410cf7000162eb4b,0.063260904,5.0
5a983cbc410cf7000162eb23,0.2061005176,5.0
5a975406410cf7000162e8c3,0.124066363,5.0
5a975304410cf7000162e8bc,0.0421830844,5.0
5a974e06410cf7000162e8b3,0.0234483632,5.0
5a974697410cf7000162e8a4,0.1632772624,5.0
5a974642410cf7000162e8a3,0.095147658,5.0
5a973ae9410cf7000162e887,0.1199823068,5.0
5a9711df410cf7000162e80d,0.05153872731999999,5.0
5a97100c410cf7000162e809,0.14170470200000002,5.0
5a96ee34410cf7000162e79c,0.09928515734000001,5.0
5a96edd4410cf7000162e79a,0.237433798,5.0
5a96d659410cf7000162e73d,0.17481359209999997,5.0
5a96bf56410cf7000162e6ff,0.1495699118,5.0
5a96b5fd410cf7000162e6e4,0.23068566599999998,5.0
5a969e8b410cf7000162e6a4,-0.0166225766,5.0
5a969b83410cf7000162e69c,0.091593782,5.0
5a9689c6410cf7000162e665,0.053425903,5.0
5a9637ab410cf7000162e588,0.1314205851,5.0
5a96184b410cf7000162e559,0.043767207199999984,5.0
5a960d32410cf7000162e544,0.10841442800000001,5.0
5a960618410cf7000162e53e,0.03271988108,5.0
5a95f66a410cf7000162e518,-0.037625040799999995,5.0
5a95f403410cf7000162e510,0.06509648057999998,5.0
5a95d1d6410cf7000162e4ad,0.082292217,5.0
5a95cf9f410cf7000162e4a4,0.0474208252,5.0
5a95c980410cf7000162e497,0.17236633,5.0
5a95af2e410cf7000162e44d,0.043702894799999996,5.0
5a95a8cf410cf7000162e43b,0.1582954748,5.0
5a9592cb410cf7000162e3fe,0.116078722,5.0
5a958ea9410cf7000162e3ea,0.239288209,5.0
5a956ebf410cf7000162e383,0.2153821168,5.0
5a955d6c410cf7000162e34d,0.12768302599999998,5.0
5a954d22410cf7000162e314,-0.031382401000000004,5.0
5a953a55410cf7000162e2e0,0.1440311604,5.0
5a951235410cf7000162e272,0.04687302116,5.0
5a951038410cf7000162e26f,0.14760953100000002,5.0
5a94b831410cf7000162e1ce,0.06105144600000001,5.0
5a94ac09410cf7000162e1b8,0.16420207866,5.0
5a94a391410cf7000162e1a3,0.003407476800000006,5.0
5a94943f410cf7000162e17b,0.08395703,5.0
5a9481ef410cf7000162e13b,0.0438035792,5.0
5a945580410cf7000162e0fb,0.024585585,5.0
5a943269410cf7000162e08c,0.05065481364,5.0
5a9427df410cf7000162e05b,0.27185423000000003,5.0
5a940c79410cf7000162e012,-0.024503099999999996,5.0
5a939870410cf7000162def5,0.0258773446,5.0
5a936cb0410cf7000162deb6,0.0714801076,5.0
5a93641c410cf7000162deac,0.0970470594,5.0
5a9362b0410cf7000162deaa,0.06775460194000002,5.0
5a9356f1410cf7000162de9a,0.143743076,5.0
5a93546d410cf7000162de96,0.1208542108,5.0
5a98c59a410cf7000162eca0,0.18715472900000002,5.0
5a987211410cf7000162ebcc,0.10342899119999997,5.0
5a9852b0410cf7000162eb6d,0.15611273839999998,5.0
5a97eb6a410cf7000162ea12,0.23381178000000005,5.0
5a97cf52410cf7000162e9ac,0.123652578,5.0
5a97c8c0410cf7000162e99b,0.294111214,5.0
5a979b56410cf7000162e941,0.10168379999999995,5.0
5a9796fe410cf7000162e933,0.1783584128,5.0
5a977ac9410cf7000162e8fa,0.24390220960000003,5.0
5a970a5c410cf7000162e7f4,0.1699676896,5.0
5a96fc82410cf7000162e7ca,0.342046238,5.0
5a96f774410cf7000162e7b9,0.07755336914,5.0
5a96f347410cf7000162e7ae,0.18079266,5.0
5a96ee46410cf7000162e7a1,0.254119358,5.0
5a96ee44410cf7000162e7a0,0.13432475835999996,5.0
5a96dce3410cf7000162e751,0.217165738,5.0
5a96d948410cf7000162e747,0.19558374480000001,5.0
5a96cea0410cf7000162e727,0.170285504,5.0
5a96c7c8410cf7000162e712,0.25922870000000003,5.0
5a9684c5410cf7000162e650,0.26016978199999996,5.0
5a9680fa410cf7000162e646,0.1556713744,5.0
5a967dd4410cf7000162e62a,0.184813948,5.0
5a96457b410cf7000162e5aa,0.1636615268,5.0
5a9617cb410cf7000162e557,0.287887944,5.0
5a960ee8410cf7000162e547,0.23049954279999998,5.0
5a95efc9410cf7000162e503,0.16704212599999999,5.0
5a95db81410cf7000162e4cb,0.270239786,5.0
5a95c4f4410cf7000162e488,0.2066390572,5.0
5a95be68410cf7000162e474,0.0817874554,5.0
5a95af14410cf7000162e449,0.29226553600000005,5.0
5a95a4bd410cf7000162e433,0.201564918,5.0
5a959407410cf7000162e403,0.256438602,5.0
5a9590ce410cf7000162e3f6,0.15470937999999998,5.0
5a95887f410cf7000162e3da,0.21961970520000001,5.0
5a9581e6410cf7000162e3c5,0.132274289,5.0
5a953a54410cf7000162e2df,0.234820946,5.0
5a952c15410cf7000162e2a4,0.22636661460000002,5.0
5a94f3fe410cf7000162e236,0.12417636200000004,5.0
5a94c904410cf7000162e1e9,0.24895951199999997,5.0
5a94c64c410cf7000162e1e5,0.22223145200000002,5.0
5a94807b410cf7000162e135,0.240434914,5.0
5a947ef1410cf7000162e12a,0.12092744151999998,5.0
5a945bfb410cf7000162e10d,0.2213413548,5.0
5a944da4410cf7000162e0e6,0.1592022826,5.0
