0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015915413397346607,0.09648351914367753,0.0,0.0,0.7215866451843325,0.0,0.0,0.0,0.029836867893663663,0.0,0.07589118050798783,0.0,0.0,0.0,0.0,0.0,0.02945523272313249
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311040151271995,0.0,0.011329698214343388,0.0,0.22003337525881786,0.0,0.0,0.0,0.07588920928034022,0.0,0.0,0.0,0.0,0.10324580842164516,0.0,0.0,0.0327337272911388
0.0,0.0,0.0,0.019861305355405014,0.0,0.12817381551069137,0.0,0.0,0.0,0.020629624615773882,0.0,0.0,0.0,0.0,0.15058768272494955,0.0,0.0,0.385630254402252,0.0,0.0,0.0,0.012181023783078128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27283443020265435
0.020861746615111258,0.0,0.0,0.025866903920322308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11468344588125243,0.12246727836929407,0.0,0.03328402633529799,0.5202683539789633,0.03669211688711795,0.0,0.01657478026949265,0.0,0.0,0.06826215460575134,0.010877594823844363,0.0,0.016608814244043646,0.0,0.0,0.012578758095480825
0.0,0.032414236297820656,0.3299026085644519,0.0,0.0,0.0,0.01718190891562583,0.12658527513964907,0.0,0.011492657744111073,0.0,0.0,0.0,0.0,0.0,0.0,0.044588896525318625,0.05805815242452705,0.0,0.0,0.04912276700030611,0.1188774856191143,0.0,0.14344237517093733,0.0,0.03805126241670956,0.0,0.0,0.0,0.029414067379690337
0.0,0.0,0.0,0.0,0.0,0.0,0.044374244439798316,0.0,0.0,0.18603227745391687,0.0,0.0,0.02457610723721563,0.09090647691216233,0.019975197326224155,0.0,0.13741019147427785,0.0,0.0,0.0,0.013654372110546037,0.08376330017887373,0.0,0.0196508353729496,0.0,0.2714168433308201,0.0,0.0,0.0,0.10645611660452692
0.02009652713983328,0.0,0.0,0.0,0.0,0.0,0.017754546695420106,0.07983692843559595,0.0,0.19434260223392333,0.0,0.018138014946375534,0.02527830355583631,0.0,0.07966134525375954,0.0356570139023025,0.08399554004681022,0.01996804813132465,0.03249053719924748,0.0,0.07023787812108627,0.15513650092904271,0.0,0.028861566518213245,0.0,0.10228560692943668,0.0,0.0,0.0,0.022415260349809795
0.0,0.0,0.0,0.58978962671646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779250743606235,0.0,0.0,0.0,0.0,0.22686361217592285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03128419575742751,0.02353699803122081,0.014654347174585703,0.04926893098492389,0.0,0.016525371177509667,0.0103833668615602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016562473753179072,0.40150706506748013,0.0,0.021144353281501646,0.0,0.0,0.16757266823679448,0.20278911584749776,0.0,0.0,0.0,0.0,0.01679018025352295,0.0,0.0,0.0
0.0,0.0,0.33757792018356014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10372913275809979,0.0,0.0,0.0,0.06452638517611999,0.0,0.11563379411321652,0.03521049902791486,0.0,0.018534453016582055,0.2527634050914828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04658832952728517
