0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10766377369465915,0.0,0.0,0.0,0.7422923868385052,0.0,0.0,0.0,0.0,0.0,0.1276876580711898,0.0,0.0,0.0,0.0,0.0,0.014219001176200523
0.0,0.0,0.02689912434801752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1462858985930053,0.0,0.0,0.0,0.2004824906670548,0.0,0.0,0.0,0.0,0.20817136228152605,0.0,0.0,0.0,0.0,0.0,0.4154198960402178
0.039646229670963054,0.07756025117679995,0.42094589175114333,0.01552182545192724,0.0,0.0,0.0,0.0,0.1450535919147734,0.0,0.0,0.06406866899339304,0.0,0.0,0.0,0.0632879473585345,0.0,0.015903508106158034,0.04390498080598352,0.0,0.0,0.0,0.0,0.0646665008250214,0.0,0.0,0.0,0.0,0.0,0.047086204936625464
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9518432762417252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026290091854865267,0.0,0.0,0.0,0.0,0.0,0.0,0.016097401134172604
0.0,0.0,0.0506170524960154,0.01965972115614851,0.0,0.0,0.0,0.023071244370577965,0.011937637769538111,0.0,0.0,0.0,0.0,0.0,0.018983454951826923,0.0,0.0,0.2327344282026143,0.02969790072465037,0.0,0.0,0.02730807772724682,0.0,0.5049680557056845,0.0,0.0,0.0,0.0,0.0,0.06762831550278377
0.0,0.0,0.08978023767369502,0.0,0.0,0.015403518310043784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13403829816417817,0.0,0.0,0.0,0.2252474749394505,0.0,0.0,0.0,0.0,0.0,0.4450679667719471,0.0,0.0,0.0,0.0,0.0,0.08909264112698519
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19149943828026106,0.0,0.0,0.0,0.24579591774146786,0.0,0.0,0.03248714422556584,0.0,0.19515039014766708,0.0,0.0,0.0,0.0,0.0,0.33241318179187174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026114208143943884,0.0,0.0,0.14306728428938467,0.07376046569924334,0.0,0.0,0.13152506620409574,0.0,0.0,0.0,0.0,0.0,0.6122151650064087,0.01144427435715557,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2770643906427251,0.0,0.0,0.0,0.05599807066466754,0.0,0.5025164006756682,0.0,0.0,0.0,0.0,0.0,0.15697712310822468
0.0,0.01799036563910026,0.11307818579928608,0.020845975401534468,0.0,0.0,0.03260318554859593,0.32671001261115296,0.0,0.010053376708921409,0.0,0.0,0.0,0.0,0.0,0.023206937991041825,0.0,0.0,0.0,0.0,0.19935520935342754,0.17081681758653625,0.0,0.07071712822718301,0.0,0.0,0.0,0.0,0.0,0.0
