0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7342213679967666,0.0,0.0,0.21873293644109562,0.0,0.0,0.0,0.0,0.04704569556213766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6428640400106793,0.0,0.0,0.0,0.0,0.0,0.06263488252052231,0.29450107746879844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6577521241882953,0.0,0.0,0.005407138717245815,0.0,0.0,0.17951227042708312,0.0,0.0,0.0,0.0,0.0,0.0,0.13613613557288679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005990413797541741,0.0,0.0,0.0,0.0,0.0,0.007593826919961435,0.007608090376985854
0.7740363741031918,0.0,0.0,0.17926475161004068,0.0,0.0,0.04669887428676733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.746341655410475,0.0,0.0,0.25365834458952485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6919752740250391,0.0,0.0,0.23820269785705536,0.0,0.0,0.0590882497972918,0.0,0.0,0.0,0.0,0.0,0.0,0.010733778320613722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5815782432288515,0.0,0.0,0.0742494967026972,0.0,0.0,0.1663313723557657,0.0,0.0,0.0,0.0,0.0,0.0,0.06061541328987728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021668558213805488,0.0,0.0,0.0,0.0,0.0,0.0,0.09555691620900285
0.008271250464522699,0.0,0.0,0.0,0.0,0.2961911431478917,0.0,0.0,0.0,0.22051880774916235,0.0,0.0,0.47501879863842333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
