name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
kaushik,0.08253964134707623,0.03333333333333334,0.3286443677134344,0.03333333333333334,0.25960864590029065,0.1609306924198366,0.03333333333333334,0.40782038763503575,0.03333333333333334,0.048777124043004216,0.03333333333333334,0.1489136943918301,0.03333333333333334,0.10459926480598933,0.07043096201566389,0.03333333333333334,0.03333333333333334,0.17059837089107832,0.03333333333333334,0.03333333333333334,0.03333333333333334,0.1118174588420346,0.03333333333333334,0.10540514603925147,0.1044765570732797,0.06702302056447851,0.20107284778508616,0.04848405331386791,0.13480244448641154,0.03333333333333334
mkmk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saket,0.44045823893782365,0.0,0.01490608925118722,0.0,0.0,0.027557225224857863,0.14549105776315313,0.0,0.0,0.010539315537029284,0.0,0.008783665595594426,0.0,0.2598521188684643,0.0,0.07493995213345447,0.0,0.00929585923226274,0.0,0.0,0.006333316236405471,0.0,0.023876129144077426,0.0,0.024143683627178437,0.28603857616909506,0.0,0.01671041917778261,0.0,0.06289307232179835
