_id,pub_date,web_url,news_desk
5a9d72fb410cf7000162f090,2018-03-05T16:40:21+0000,https://www.nytimes.com/2018/03/05/us/politics/trump-trade-tariffs-nafta.html,Business
5a9d56c347de81a90120a3da,2018-03-05T14:56:21+0000,https://www.nytimes.com/2018/03/05/business/dealbook/sec-guidance-cybersecurity.html,Business
5a9d572447de81a90120a54a,2018-03-05T14:40:36+0000,https://www.nytimes.com/2018/03/05/business/dealbook/zagat-google-infatuation.html,Business
5a9d570f47de81a90120a4d8,2018-03-05T14:00:32+0000,https://www.nytimes.com/2018/03/05/technology/personaltech/insurance-belongings.html,Business
5a9d56e2410cf7000162f06c,2018-03-05T12:34:52+0000,https://www.nytimes.com/2018/03/05/business/dealbook/broadcom-qualcomm-national-security.html,Business
5a9d568547de81a90120a2c6,2018-03-05T11:12:51+0000,https://www.nytimes.com/2018/03/05/business/dealbook/broadcom-qualcomm-cfius.html,Business
5a9d563847de81a90120a1bc,2018-03-05T10:01:02+0000,https://www.nytimes.com/2018/03/05/business/dealbook/sec-cybersecurity-guidance.html,Business
5a9ca4a9410cf7000162f023,2018-03-05T02:00:04+0000,https://www.nytimes.com/2018/03/04/business/nafta-china-congress-jobs-report.html,Business
5a9c988247de81a901209ede,2018-03-05T01:08:12+0000,https://www.nytimes.com/2018/03/04/business/wall-street-banks-dodd-frank.html,Business
5a9c956947de81a901209ea9,2018-03-05T00:54:58+0000,https://www.nytimes.com/2018/03/04/technology/dorm-living-grown-ups-san-francisco.html,Business
5a9c954347de81a901209ea8,2018-03-05T00:54:20+0000,https://www.nytimes.com/2018/03/04/technology/fake-videos-deepfakes.html,Business
5a9c78e447de81a901209dfb,2018-03-04T22:53:17+0000,https://www.nytimes.com/2018/03/04/business/media/direct-advertising-community.html,Business
5a9c769847de81a901209def,2018-03-04T22:43:28+0000,https://www.nytimes.com/2018/03/04/us/politics/trump-trade-tariffs-peter-navarro-wilbur-ross.html,Business
5a9c71ef47de81a901209de0,2018-03-04T22:23:37+0000,https://www.nytimes.com/2018/03/04/technology/telegram-initial-coin-offering.html,Business
5a9c6b7f47de81a901209dc9,2018-03-04T21:56:05+0000,https://www.nytimes.com/2018/03/04/technology/silicon-valley-midwest.html,Business
5a9c5e7a410cf7000162f000,2018-03-04T21:00:35+0000,https://www.nytimes.com/2018/03/04/business/china-women-only-subway-cars.html,Business
5a9c568347de81a901209d97,2018-03-04T20:26:34+0000,https://www.nytimes.com/2018/03/04/business/school-security-industry-surges-after-shootings.html,Business
5a9ae197410cf7000162ef56,2018-03-03T17:55:28+0000,https://www.nytimes.com/2018/03/03/business/economy/tariff-blue-collar.html,Business
5a9acb2d47de81a901209a63,2018-03-03T16:19:50+0000,https://www.nytimes.com/2018/03/03/business/beijings-initial-reaction-to-metals-tariffs-cautious.html,Business
5a9a9f0747de81a901209a15,2018-03-03T13:11:28+0000,https://www.nytimes.com/2018/03/03/technology/youtube-right-wing-channels.html,Business
